Event.Date,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Amateur.Built,Weather.Condition,Location,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Risk_Score,Make_Model
2003-08-24,Substantial,airplane,CESSNA,172M,1,Reciprocating,No,VMC,"RIVERSIDE, CA",Instructional,0,0,0,2,0,CESSNA 172M
2003-08-25,Substantial,airplane,PIPER,PA-28-180,1,Reciprocating,No,VMC,"PAUMA VALLEY, CA",Personal,0,0,0,2,0,PIPER PA-28-180
2003-08-26,Substantial,airplane,BEECH,C24R,1,Reciprocating,No,VMC,"BEND, OR",Instructional,0,0,0,2,0,BEECH C24R
2003-08-30,Substantial,airplane,CESSNA,152,1,Reciprocating,No,VMC,"OCALA, FL",Instructional,0,0,0,1,0,CESSNA 152
2003-08-30,Substantial,airplane,PIPER,PA-38-112,1,Reciprocating,No,VMC,"JOSHUA TREE, CA",Instructional,0,0,1,0,1,PIPER PA-38-112
2003-08-30,Destroyed,airplane,CESSNA,172E,1,Reciprocating,No,VMC,"Lemont Furnace, PA",Instructional,0,0,1,0,1,CESSNA 172E
2003-08-31,Substantial,airplane,CESSNA,182J,1,Reciprocating,No,VMC,"MARBLE CANYON, AZ",Personal,0,0,0,2,0,CESSNA 182J
2003-08-31,Substantial,airplane,CESSNA,C-170,1,Reciprocating,No,VMC,"KENNEBUNKPORT, ME",Personal,0,0,0,1,0,CESSNA C-170
2003-08-31,Substantial,airplane,PIPER,PA-28-140,1,Reciprocating,No,VMC,"MURFREESBORO, TN",Instructional,0,0,0,2,0,PIPER PA-28-140
2003-09-02,Substantial,airplane,MCDONNELL DOUGLAS,DC-9-82,2,Turbo Jet,No,VMC,"JAMAICA, NY",,0,0,0,138,0,MCDONNELL DOUGLAS DC-9-82
2003-09-02,Substantial,airplane,LANCAIR,IVP,1,Reciprocating,Yes,VMC,"MANASSAS, VA",Personal,0,0,0,2,0,LANCAIR IVP
2003-09-03,Substantial,airplane,CESSNA,172P,1,Reciprocating,No,VMC,"JAY, FL",Public Aircraft,0,2,0,0,4,CESSNA 172P
2003-09-05,Substantial,airplane,UNKNOWN,AVID FLYER,1,Reciprocating,Yes,VMC,"COVINGTON, NY",Personal,0,0,2,0,2,UNKNOWN AVID FLYER
2003-09-06,Substantial,airplane,MAULE,M-6-235,1,Reciprocating,No,VMC,"KENAI, AK",Personal,0,0,0,2,0,MAULE M-6-235
2003-09-07,Substantial,airplane,CESSNA,150M,1,Reciprocating,No,VMC,"JETERSVILLE, VA",Personal,0,0,0,1,0,CESSNA 150M
2003-09-07,Substantial,airplane,CESSNA,152,1,Reciprocating,No,VMC,"FRANKLIN, VA",Instructional,0,0,0,1,0,CESSNA 152
2003-09-07,Substantial,airplane,PIPER,PA-18-180,1,Reciprocating,No,VMC,"EAGLE, AK",Personal,0,0,0,1,0,PIPER PA-18-180
2003-09-13,Substantial,airplane,AVIAT,PITTS S-2C,1,Reciprocating,No,VMC,"MOUNTAIN VIEW, CA",Air Race/show,0,0,1,0,1,AVIAT PITTS S-2C
2003-09-13,Substantial,airplane,BEECH,58,2,Reciprocating,No,VMC,"KNEELAND, CA",Business,0,0,0,2,0,BEECH 58
2003-09-14,Substantial,airplane,CESSNA,172M,1,Reciprocating,No,VMC,"TUCSON, AZ",Personal,0,0,0,1,0,CESSNA 172M
2003-09-17,Substantial,airplane,CESSNA,182K,1,Reciprocating,No,VMC,"YOUNG, AZ",Personal,0,0,0,1,0,CESSNA 182K
2003-09-17,Substantial,airplane,BELLANCA,CH-300,1,Reciprocating,Yes,VMC,"PEACHTREE CITY, GA",Personal,0,0,0,2,0,BELLANCA CH-300
2003-09-21,Substantial,airplane,CESSNA,182B,1,Reciprocating,No,VMC,"SPENCERPORT, NY",Personal,0,1,1,0,3,CESSNA 182B
2003-09-22,Substantial,airplane,CESSNA,150F,1,Reciprocating,No,VMC,"REEDLEY, CA",Personal,0,0,0,2,0,CESSNA 150F
2003-09-26,Substantial,airplane,CESSNA,180 H,1,Reciprocating,No,VMC,"COUNCIL, ID",Personal,0,0,0,2,0,CESSNA 180 H
2003-09-27,Substantial,airplane,WELLS,PITTS S1S,1,Reciprocating,Yes,VMC,"DUNCANNON, PA",Personal,0,0,0,1,0,WELLS PITTS S1S
2003-09-27,Substantial,airplane,STARDUSTER,SA300,1,Reciprocating,Yes,VMC,"QUINCY, CA",Personal,0,0,0,1,0,STARDUSTER SA300
2003-09-30,Substantial,airplane,PIPER,PA-18-150,1,Reciprocating,No,VMC,"BASIN CITY, WA",Personal,0,0,0,1,0,PIPER PA-18-150
2003-10-03,Substantial,airplane,WILLIAMS,RV-4,1,Reciprocating,Yes,VMC,"METZ, WV",Personal,0,0,0,1,0,WILLIAMS RV-4
2003-10-03,Destroyed,airplane,LOCKHEED,P2V,4,Reciprocating,No,IMC,"East Highlands, CA",Positioning,2,0,0,0,6,LOCKHEED P2V
2003-10-04,Substantial,airplane,BOEING,737,2,Turbo Fan,No,VMC,"BOSTON, MA",,0,0,0,76,0,BOEING 737
2003-10-04,Substantial,airplane,CESSNA,172P,1,Reciprocating,No,VMC,"SUSSEX, NJ",Instructional,0,0,0,2,0,CESSNA 172P
2003-10-06,Substantial,airplane,LAKE,LA250,1,Reciprocating,No,VMC,"LACONIA, NH",Ferry,0,0,0,2,0,LAKE LA250
2003-10-07,Substantial,airplane,CESSNA,140,1,Reciprocating,No,VMC,"RIDEGWAY, VA",Personal,0,0,0,2,0,CESSNA 140
2003-10-08,Substantial,airplane,AMERICAN GENERAL AIRCRAFT,AA-1,1,Reciprocating,No,VMC,"BARTOW, FL",Personal,0,0,1,1,1,AMERICAN GENERAL AIRCRAFT AA-1
2003-10-09,Substantial,airplane,HOWARD AIRCRAFT CORP.,DGA-15P,1,Reciprocating,No,VMC,"LEONARDTOWN, MD",Personal,0,0,0,1,0,HOWARD AIRCRAFT CORP. DGA-15P
2003-10-09,Substantial,airplane,VELOCITY,XL,1,Reciprocating,Yes,VMC,"CASA GRANDE, AZ",Personal,0,0,0,1,0,VELOCITY XL
2003-10-10,Substantial,airplane,CESSNA,182C,1,Reciprocating,No,VMC,"CLARENCE CENTER, NY",Personal,0,0,0,1,0,CESSNA 182C
2003-10-11,Substantial,airplane,AVIONS MAX HOLSTE,MH 1521 BROUSSARD,1,Reciprocating,Yes,VMC,"EL CAJON, CA",Personal,0,0,0,1,0,AVIONS MAX HOLSTE MH 1521 BROUSSARD
2003-10-12,Substantial,airplane,PIPER,PA-24-260B,1,Reciprocating,No,IMC,"ARCHER, FL",Personal,0,0,0,2,0,PIPER PA-24-260B
2003-10-13,Substantial,airplane,CLEVELAND ORSON,STARDUSTER II SA-300,1,Reciprocating,Yes,VMC,"STOCKTON, CA",Personal,0,0,0,1,0,CLEVELAND ORSON STARDUSTER II SA-300
2003-10-15,Substantial,airplane,WILLIAM F. LAIR,RV-6A,1,Reciprocating,Yes,VMC,"FORT MYERS, FL",Personal,0,0,0,1,0,WILLIAM F. LAIR RV-6A
2003-10-19,Substantial,airplane,PIPER,PA-32-300,1,Reciprocating,No,VMC,"EVERGLADES CITY, FL",Personal,0,0,0,1,0,PIPER PA-32-300
2003-10-19,Substantial,airplane,CESSNA,172N,1,Reciprocating,No,VMC,"EVERGLADES CITY, FL",Personal,0,0,1,0,1,CESSNA 172N
2003-10-21,Substantial,airplane,CESSNA,172N,1,Reciprocating,No,VMC,"MELBOURNE, FL",Personal,0,0,0,2,0,CESSNA 172N
2003-10-22,Substantial,airplane,CESSNA,152,1,Reciprocating,No,VMC,"PIERSON, FL",Instructional,0,0,2,0,2,CESSNA 152
2003-10-22,Substantial,airplane,CESSNA,172M,1,Reciprocating,No,VMC,"MONTAGUE, CA",Personal,0,0,0,1,0,CESSNA 172M
2003-10-24,Substantial,airplane,CESSNA,U206F,1,Reciprocating,No,VMC,"EDGEFIELD, SC",Personal,0,1,0,0,2,CESSNA U206F
2003-10-25,Substantial,airplane,PIPER,PA-20,1,Reciprocating,No,VMC,"PETALUMA, CA",Personal,0,0,0,1,0,PIPER PA-20
2003-10-28,Substantial,airplane,PIPER,PA-28-140,1,Reciprocating,No,VMC,"MANSFIELD, MA",Personal,0,0,0,2,0,PIPER PA-28-140
2003-11-01,Substantial,airplane,CESSNA,182M,1,Reciprocating,No,VMC,"LAYTONSVILLE, MD",Personal,0,0,0,3,0,CESSNA 182M
2003-11-01,Substantial,airplane,PIPER,PA-22-150,1,Reciprocating,No,VMC,"FRANKLIN, KY",Personal,0,0,1,2,1,PIPER PA-22-150
2003-11-01,Substantial,airplane,BEECH,A23,1,Reciprocating,No,VMC,"SALEM, NJ",Personal,0,1,0,2,2,BEECH A23
2003-11-06,Substantial,airplane,R. JAMES THORNE,NIEUPORT 12,1,Reciprocating,Yes,VMC,"CHANDLER, CA",Personal,0,0,0,1,0,R. JAMES THORNE NIEUPORT 12
2003-11-08,Substantial,airplane,CESSNA,182A,1,Reciprocating,No,VMC,"KAPOWSIN, WA",Skydiving,0,0,0,1,0,CESSNA 182A
2003-11-08,Substantial,airplane,CESSNA,172K,1,Reciprocating,No,VMC,"KILBOURNE, OH",Personal,0,0,0,1,0,CESSNA 172K
2003-11-09,Substantial,airplane,CESSNA,172N,1,Reciprocating,No,VMC,"PHILIPPI, WV",Personal,0,0,2,0,2,CESSNA 172N
2003-11-09,Substantial,airplane,PIPER,PA-18,1,Reciprocating,No,VMC,"WESTFIELD, MA",Personal,0,0,0,1,0,PIPER PA-18
2003-11-09,Substantial,airplane,CESSNA,172N,1,Reciprocating,No,VMC,"WINSLOW, AZ",Instructional,0,0,0,1,0,CESSNA 172N
2003-11-15,Substantial,airplane,CESSNA,152,1,Reciprocating,No,VMC,"ORMOND BEACH, FL",Instructional,0,0,0,1,0,CESSNA 152
2003-11-21,Substantial,airplane,CESSNA,172S,1,Reciprocating,No,VMC,"ORLANDO, FL",Instructional,0,0,0,1,0,CESSNA 172S
2003-11-26,Substantial,airplane,GLOBE,SWIFT GC1B,1,Reciprocating,No,VMC,"SOUTHERN PINES, NC",Personal,0,0,0,2,0,GLOBE SWIFT GC1B
2003-12-03,Substantial,airplane,PIPER,PA-28R-200,1,Reciprocating,No,VMC,"MORENCI, AZ",Personal,0,0,0,1,0,PIPER PA-28R-200
2003-12-06,Substantial,airplane,CLEMENT-KAZMIERCZAK,SORRELL SNS-7,1,Reciprocating,Yes,VMC,"HIGHMORE, SD",Personal,0,0,0,2,0,CLEMENT-KAZMIERCZAK SORRELL SNS-7
2003-12-09,Substantial,airplane,BEECH,58P,2,Reciprocating,No,VMC,"SAN DIEGO, CA",Personal,0,0,0,2,0,BEECH 58P
2003-12-09,Substantial,airplane,BEECH,BE-55,2,Reciprocating,No,VMC,"E. STROUDSBURG, PA",Personal,0,0,0,1,0,BEECH BE-55
2003-12-09,Destroyed,airplane,PIPER,PA-28-140,1,Reciprocating,No,VMC,"Livingston, TX",Personal,1,1,0,0,5,PIPER PA-28-140
2003-12-16,Substantial,airplane,PIPER,PA-18,1,Reciprocating,No,VMC,"PRESCOTT, AZ",Personal,0,0,0,1,0,PIPER PA-18
2003-12-16,Substantial,airplane,BEECH,99,2,Turbo Prop,No,IMC,"MOSINEE, WI",,0,0,0,1,0,BEECH 99
2003-12-17,Substantial,airplane,WACO,4MF 5,1,Reciprocating,No,VMC,"MARATHON, FL",Personal,0,0,0,1,0,WACO 4MF 5
2003-12-18,Substantial,airplane,LUSCOMBE,8E,1,Reciprocating,No,VMC,"SAN JOSE, CA",Personal,0,0,0,1,0,LUSCOMBE 8E
2003-12-21,Substantial,airplane,PIPER,PA-30,2,Reciprocating,No,VMC,"LOUISVILLE, KY",Personal,0,0,0,1,0,PIPER PA-30
2003-12-29,Substantial,airplane,CESSNA,172N,1,Reciprocating,No,IMC,"ANGELS CAMP, CA",Instructional,0,0,0,2,0,CESSNA 172N
2003-12-30,Substantial,airplane,BELLANCA,8KCAB,1,Reciprocating,No,VMC,"BEND, OR",Personal,0,0,0,2,0,BELLANCA 8KCAB
2004-01-03,Substantial,airplane,MAULE,M-7-235B,1,Reciprocating,No,VMC,"FORT LAUDERDALE, FL",Personal,0,0,0,1,0,MAULE M-7-235B
2004-01-03,Substantial,airplane,PIPER,PA 28-181,1,Reciprocating,No,VMC,"GROVELAND, CA",Personal,0,0,0,2,0,PIPER PA 28-181
2004-01-03,Substantial,airplane,CESSNA,172F,1,Reciprocating,No,VMC,"REDLANDS, CA",Personal,0,0,0,1,0,CESSNA 172F
2004-01-03,Substantial,airplane,CESSNA,172N,1,Reciprocating,No,VMC,"HAYFORK, CA",Personal,0,0,0,1,0,CESSNA 172N
2004-01-10,Substantial,airplane,FLEET,2,1,Reciprocating,No,VMC,"FRESNO, CA",Personal,0,0,0,1,0,FLEET 2
2004-01-11,Substantial,airplane,CESSNA,152,1,Reciprocating,No,VMC,"SAN DIEGO, CA",Personal,0,0,0,1,0,CESSNA 152
2004-01-14,Substantial,airplane,CESSNA,185F,1,Reciprocating,No,VMC,"DEER PARK, WA",Instructional,0,0,0,2,0,CESSNA 185F
2004-01-14,Substantial,airplane,CESSNA,210L,1,Reciprocating,No,IMC,"FORT MEADE, FL",Personal,0,0,0,1,0,CESSNA 210L
2004-01-14,Substantial,airplane,PIPER,PA-28-181,1,Reciprocating,No,VMC,"SCOTTSDALE, AZ",Instructional,0,0,0,1,0,PIPER PA-28-181
2004-01-15,Substantial,airplane,PIPER,PA-32R,1,Reciprocating,No,VMC,"POYNOR, TX",Personal,0,0,0,2,0,PIPER PA-32R
2004-01-15,Destroyed,airplane,BEECH,B36TC,1,Reciprocating,No,IMC,"Willow Park, TX",Personal,1,0,0,0,3,BEECH B36TC
2004-01-20,Substantial,airplane,CESSNA,172P,1,Reciprocating,No,VMC,"GRANADA HILLS, CA",Personal,0,0,0,2,0,CESSNA 172P
2004-01-22,Substantial,airplane,BEECH,B36TC,1,Reciprocating,No,VMC,"SAN DIEGO, CA",Personal,0,0,0,1,0,BEECH B36TC
2004-01-22,Substantial,airplane,BEECH,F33A,1,Reciprocating,No,VMC,"SHOSHONE, CA",Instructional,0,1,0,1,2,BEECH F33A
2004-01-25,Substantial,airplane,PIPER,PA-28-180C,1,Reciprocating,No,VMC,"MINDEN, NV",Instructional,0,0,0,1,0,PIPER PA-28-180C
2004-01-29,Substantial,airplane,PIPER,PA-28-161,1,Reciprocating,No,VMC,"PLACERVILLE, CA",Instructional,0,0,0,2,0,PIPER PA-28-161
2004-02-05,Substantial,airplane,CESSNA,172R,1,Reciprocating,No,VMC,"FREDRICK, MD",Instructional,0,0,0,1,0,CESSNA 172R
2004-02-07,Substantial,airplane,CESSNA,172M,1,Reciprocating,No,VMC,"CUMBERLAND, MD",Personal,0,0,0,3,0,CESSNA 172M
2004-02-07,Substantial,airplane,BELLANCA,7ECA,1,Reciprocating,No,VMC,"GROVELAND, CA",Personal,0,0,0,1,0,BELLANCA 7ECA
2004-02-07,Substantial,airplane,MOONEY,M20C,1,Reciprocating,No,VMC,"MESA, AZ",Personal,0,0,0,2,0,MOONEY M20C
2004-02-07,Substantial,airplane,CESSNA,A185F,1,Reciprocating,No,VMC,"FOWLER, CA",Personal,0,0,0,1,0,CESSNA A185F
2004-02-07,Substantial,airplane,CESSNA,172N,1,Reciprocating,No,VMC,"CAHOKIA, IL",Instructional,0,0,0,2,0,CESSNA 172N
2004-02-09,Substantial,airplane,PIPER,PA-23-250,2,Reciprocating,No,VMC,"GRT. BARRINGTON, MA",Personal,0,0,0,2,0,PIPER PA-23-250
2004-02-11,Substantial,airplane,AMERICAN CHAMPION (ACAC),7GCAA,1,Reciprocating,No,VMC,"SEBRING, FL",Personal,0,0,0,2,0,AMERICAN CHAMPION (ACAC) 7GCAA
2004-02-11,Substantial,airplane,PIPER,PA-20,1,Reciprocating,No,VMC,"WEST OSSIPEE, NH",Personal,0,0,0,1,0,PIPER PA-20
2004-02-12,Substantial,airplane,PIPER,PA-28R-201T,1,Reciprocating,No,VMC,"REXBURG, ID",Personal,0,0,0,4,0,PIPER PA-28R-201T
2004-02-12,Substantial,airplane,CESSNA,172N,1,Reciprocating,No,VMC,"EASTON, MD",Instructional,0,0,0,1,0,CESSNA 172N
2004-02-13,Substantial,airplane,DANBROOK,CORBIN JR ACE,1,Reciprocating,Yes,VMC,"PITTSGROVE, NJ",Personal,0,0,0,1,0,DANBROOK CORBIN JR ACE
2004-02-13,Substantial,airplane,CESSNA,172,1,Reciprocating,No,VMC,"WEST DOVER, VT",Personal,0,0,0,2,0,CESSNA 172
2004-02-14,Substantial,airplane,CESSNA,172S,1,Reciprocating,No,VMC,"RIVERSIDE, CA",Personal,0,0,0,1,0,CESSNA 172S
2004-02-15,Substantial,airplane,CESSNA,172E,1,Reciprocating,No,VMC,"BATAVIA, NY",Personal,0,0,0,2,0,CESSNA 172E
2004-02-15,Substantial,airplane,CESSNA,177A,1,Reciprocating,No,VMC,"HONOLULU, HI",Personal,0,0,0,4,0,CESSNA 177A
2004-02-16,Substantial,airplane,CESSNA,172R,1,Reciprocating,No,VMC,"BATAVIA, OH",Instructional,0,0,0,1,0,CESSNA 172R
2004-02-22,Substantial,airplane,CESSNA,182P,1,Reciprocating,No,VMC,"TITUSVILLE, PA",Personal,0,0,0,1,0,CESSNA 182P
2004-02-22,Substantial,airplane,CESSNA,182A,1,Reciprocating,No,VMC,"CLAREMORE, OK",Skydiving,0,0,1,3,1,CESSNA 182A
2004-02-23,Substantial,airplane,CESSNA,172N,1,Reciprocating,No,VMC,"YOUNGSTOWN, OH",Instructional,0,0,0,1,0,CESSNA 172N
2004-02-28,Substantial,airplane,CESSNA,120,1,Reciprocating,No,VMC,"RED BLUFF, CA",Personal,0,0,0,1,0,CESSNA 120
2004-02-28,Substantial,airplane,CESSNA,T210M,1,Reciprocating,No,VMC,"GRAPE CREEK, TX",Business,0,0,2,1,2,CESSNA T210M
2004-02-29,Substantial,airplane,BELLANCA,7ECA,1,Reciprocating,No,VMC,"HORNELL, NY",Personal,0,0,0,1,0,BELLANCA 7ECA
2004-03-03,Substantial,airplane,AVIAT,PITTS S2B,1,Reciprocating,No,VMC,"PARKLAND, FL",Personal,0,0,0,2,0,AVIAT PITTS S2B
2004-03-06,Substantial,airplane,BEECH,V35B,1,Reciprocating,No,VMC,"BAY ST. LOUIS, MS",Instructional,0,0,0,1,0,BEECH V35B
2004-03-06,Substantial,airplane,CESSNA,182E,1,Reciprocating,No,VMC,"SONORA, CA",Personal,0,0,0,2,0,CESSNA 182E
2004-03-07,Substantial,airplane,CESSNA,172S,1,Reciprocating,No,VMC,"STEVENSVILLE, MD",Instructional,0,0,0,1,0,CESSNA 172S
2004-03-10,Substantial,airplane,DIAMOND AIRCRAFT INDUSTRIES,DA-40,1,Reciprocating,No,VMC,"BARDSTOWN, KY",Personal,0,0,0,2,0,DIAMOND AIRCRAFT INDUSTRIES DA-40
2004-03-11,Substantial,airplane,CESSNA,C195A,1,Reciprocating,No,VMC,"GILA BEND, AZ",Instructional,0,0,0,2,0,CESSNA C195A
2004-03-11,Substantial,airplane,AYRES,S-2R,1,Reciprocating,No,VMC,"LOS BANOS, CA",Aerial Application,0,0,1,0,1,AYRES S-2R
2004-03-11,Substantial,airplane,AYRES,S2R-600,1,Reciprocating,No,VMC,"CALIPATRIA, CA",Aerial Application,0,0,0,1,0,AYRES S2R-600
2004-03-12,Substantial,airplane,JERRY GARRISON,CHRISTEN EAGLE II,1,Reciprocating,Yes,VMC,"HOLLISTER, CA",Personal,0,0,0,1,0,JERRY GARRISON CHRISTEN EAGLE II
2004-03-14,Substantial,airplane,CESSNA,172C,1,Reciprocating,No,VMC,"THERMAL, CA",Personal,0,0,1,1,1,CESSNA 172C
2004-03-15,Substantial,airplane,CESSNA,182P,1,Reciprocating,No,IMC,"SPRING HILL, FL",Personal,1,0,0,0,3,CESSNA 182P
2004-03-16,Destroyed,airplane,WSK PZL MIELEC,M-18A,1,Reciprocating,No,VMC,"Safford, AZ",Public Aircraft,1,0,0,0,3,WSK PZL MIELEC M-18A
2004-03-20,Substantial,airplane,CESSNA,172P,1,Reciprocating,No,VMC,"ZELIENOPLE, PA",Instructional,0,0,0,1,0,CESSNA 172P
2004-03-21,Substantial,airplane,MENEFEE,RAF VARI-EZE,1,Reciprocating,Yes,VMC,"BREMERTON, WA",Personal,0,0,1,0,1,MENEFEE RAF VARI-EZE
2004-03-21,Substantial,airplane,CESSNA,T310R,2,Reciprocating,No,VMC,"BROOMFIELD, CO",Personal,0,0,0,1,0,CESSNA T310R
2004-03-21,Substantial,airplane,BEECH,F33A,1,Reciprocating,No,VMC,"WAHOO, NE",Personal,0,0,0,1,0,BEECH F33A
2004-03-21,Substantial,airplane,CESSNA,172A,1,Reciprocating,No,VMC,"SPRINGFIELD, MO",Personal,0,0,1,0,1,CESSNA 172A
2004-03-22,Substantial,airplane,CESSNA,150J,1,Reciprocating,No,VMC,"GARDNER, KS",Instructional,0,0,0,2,0,CESSNA 150J
2004-03-24,Substantial,airplane,PIPER,PA-28-180,1,Reciprocating,No,VMC,"NORWOOD, MA",Instructional,0,0,0,1,0,PIPER PA-28-180
2004-03-25,Substantial,airplane,PIPER,PA-28-181,1,Reciprocating,No,VMC,"LOUISVILLE, KY",Instructional,0,0,0,2,0,PIPER PA-28-181
2004-03-26,Substantial,airplane,ROCKWELL,S-2R,1,Reciprocating,No,VMC,"MATTAWA, WA",Aerial Application,0,0,0,1,0,ROCKWELL S-2R
2004-03-27,Substantial,airplane,STINSON,108-1,1,Reciprocating,No,VMC,"SLIDELL, LA",Personal,0,0,0,2,0,STINSON 108-1
2004-03-28,Substantial,airplane,CESSNA,182T,1,Reciprocating,No,VMC,"PERKASIE, PA",Personal,0,0,0,2,0,CESSNA 182T
2004-03-28,Substantial,airplane,CESSNA,C-180,1,Reciprocating,No,VMC,"ABERDEEN, SD",Personal,0,0,0,2,0,CESSNA C-180
2004-03-28,Substantial,airplane,DANTZER LAWRENCE L,RANS S-12,1,Reciprocating,Yes,VMC,"LOWNDESBORO, AL",Personal,0,0,1,0,1,DANTZER LAWRENCE L RANS S-12
2004-03-31,Substantial,airplane,PIPER,PA34-200,2,Reciprocating,No,VMC,"LA VERNE, CA",Instructional,0,0,0,2,0,PIPER PA34-200
2004-03-31,Substantial,airplane,CESSNA,180,1,Reciprocating,No,VMC,"LONG LAKE, WI",Personal,0,0,0,1,0,CESSNA 180
2004-04-02,Destroyed,airplane,CESSNA,177,1,Reciprocating,No,VMC,"California City, CA",Instructional,0,0,4,0,4,CESSNA 177
2004-04-03,Substantial,airplane,CESSNA,172N,1,Reciprocating,No,VMC,"STATESBORO, GA",Personal,0,0,0,2,0,CESSNA 172N
2004-04-06,Substantial,airplane,BEECH,95-A55,1,Reciprocating,No,VMC,"MONTAGUE, CA",Personal,0,0,0,2,0,BEECH 95-A55
2004-04-07,Substantial,airplane,PIPER,PA-38-112,1,Reciprocating,No,VMC,"MCKINLEYVILLE, CA",Instructional,0,0,0,1,0,PIPER PA-38-112
2004-04-07,Substantial,airplane,CESSNA,152,1,Reciprocating,No,VMC,"HAMILTON, OH",Instructional,0,0,1,0,1,CESSNA 152
2004-04-08,Substantial,airplane,AYRES,S2R-T34,1,Turbo Prop,No,VMC,"FRIONA, TX",Aerial Application,0,0,0,1,0,AYRES S2R-T34
2004-04-09,Substantial,airplane,CESSNA,172P,1,Reciprocating,No,VMC,"WESTFIELD, MA",Instructional,0,0,0,1,0,CESSNA 172P
2004-04-09,Substantial,airplane,WACO,ASO,1,Reciprocating,No,VMC,"LEXINGTON, KY",Personal,0,0,0,1,0,WACO ASO
2004-04-10,Substantial,airplane,YAKOVLEV,YAK 54,1,Reciprocating,No,VMC,"FRIDAY HARBOR, WA",Personal,0,0,0,1,0,YAKOVLEV YAK 54
2004-04-10,Substantial,airplane,CESSNA,172N,1,Reciprocating,No,VMC,"BRIDGEPORT, CT",Personal,0,0,0,2,0,CESSNA 172N
2004-04-10,Substantial,airplane,CESSNA,172K,1,Reciprocating,No,VMC,"BOGALUSA, LA",Instructional,0,0,0,2,0,CESSNA 172K
2004-04-12,Substantial,airplane,CESSNA,172S,1,Reciprocating,No,VMC,"LONG BEACH, CA",Instructional,0,0,0,1,0,CESSNA 172S
2004-04-12,Substantial,airplane,AERONCA,65-TAC,1,Reciprocating,No,VMC,"GRASS VALLEY, CA",Personal,0,0,0,2,0,AERONCA 65-TAC
2004-04-12,Substantial,airplane,CESSNA,182C,1,Reciprocating,No,VMC,"GARBERVILLE, CA",Personal,0,0,0,1,0,CESSNA 182C
2004-04-14,Substantial,airplane,CESSNA,180A,1,Reciprocating,No,VMC,"LAS VEGAS, NM",Personal,0,0,0,1,0,CESSNA 180A
2004-04-14,Substantial,airplane,PIPER,PA-28-180,1,Reciprocating,No,VMC,"COLUMBIA, MO",Personal,0,0,0,1,0,PIPER PA-28-180
2004-04-15,Substantial,airplane,AERONCA,7AC,1,Reciprocating,No,VMC,"CARTHAGE, TN",Personal,0,0,2,0,2,AERONCA 7AC
2004-04-16,Substantial,airplane,ANDREWS,ZENITH TRI-Z,1,Reciprocating,Yes,VMC,"KENNEDY, NY",Personal,0,1,0,0,2,ANDREWS ZENITH TRI-Z
2004-04-16,Substantial,airplane,CESSNA,A185E,1,Reciprocating,No,VMC,"HASTINGS, MN",Personal,0,0,2,0,2,CESSNA A185E
2004-04-17,Substantial,airplane,CESSNA,172S,1,Reciprocating,No,VMC,"KEY WEST, FL",Personal,0,0,0,5,0,CESSNA 172S
2004-04-17,Substantial,airplane,BEECH,C23,1,Reciprocating,No,VMC,"LAKE IN THE HIL, IL",Instructional,0,0,0,2,0,BEECH C23
2004-04-18,Substantial,airplane,PIPER,PA-22-150,1,Reciprocating,No,VMC,"MINDEN, NV",Personal,0,0,0,1,0,PIPER PA-22-150
2004-04-21,Substantial,airplane,PIPER,PA-34-220T,2,Reciprocating,No,VMC,"WILLOUGHBY, OH",Personal,0,0,0,2,0,PIPER PA-34-220T
2004-04-21,Substantial,airplane,CESSNA,182K,1,Reciprocating,No,VMC,"DURANGO, CO",Personal,0,0,0,1,0,CESSNA 182K
2004-04-21,Destroyed,airplane,AIR TRACTOR,AT-502B,1,Turbo Prop,No,VMC,"San Angelo, TX",Aerial Application,0,0,0,1,0,AIR TRACTOR AT-502B
2004-04-22,Substantial,airplane,PIPER,PA-18-150,1,Reciprocating,No,VMC,"MINNEAPOLIS, MN",Personal,0,0,1,0,1,PIPER PA-18-150
2004-04-23,Substantial,airplane,PIPER,PA-28R-200,1,Reciprocating,No,VMC,"DELCO, NC",Instructional,0,0,2,0,2,PIPER PA-28R-200
2004-04-24,Substantial,airplane,CESSNA,172N,1,Reciprocating,No,VMC,"LYONS, CO",Instructional,0,0,0,2,0,CESSNA 172N
2004-04-24,Substantial,airplane,AERONCA,7AC,1,Reciprocating,No,VMC,"FLUSHING, MI",Personal,0,1,0,0,2,AERONCA 7AC
2004-04-25,Substantial,airplane,PIPER,PA-28R-200,1,Reciprocating,No,VMC,"GALT, CA",Instructional,0,0,0,2,0,PIPER PA-28R-200
2004-04-25,Substantial,airplane,CESSNA,172N,1,Reciprocating,No,VMC,"LINCOLN, CA",Personal,0,0,0,2,0,CESSNA 172N
2004-04-28,Substantial,airplane,BOLGER SCOTT,RV-6A,1,Reciprocating,Yes,VMC,"FREDERICKSBURG, VA",Personal,0,0,0,1,0,BOLGER SCOTT RV-6A
2004-04-28,Substantial,airplane,PIPER,PA-18,1,Reciprocating,No,VMC,"CEDARTOWN, GA",Personal,0,0,0,2,0,PIPER PA-18
